Site,plot,date,count,species,species_good,foodtype_broad,foodtype_specific,hostplants_genera,hostplants_family,wing_low,wing_high,exotic,specialization_distance,specialization_notes,gbif_totalCount,sampleSize,area_km2,minFlight,maxFlight,lengthFlight,gbif_notes,date_format,year,month,specialist,specialist_family
Chrysler Woods,18,7/27/2017,1,"Paralobesia liriodendrana (Kearfott, 1904)",Paralobesia liriodendrana,plants,woody,3,2,11.5,12.5,0,224.7310267,,55,55,120.2199134,5,8,4,NA,7/27/2017,2017,7,generalist,generalist
Chrysler Woods,18,7/27/2017,1,"Bactra furfurana (Haworth, 1811)",Bactra furfurana,plants,herbaceous,3,2,10,16,0,91.17037267,,1451,1451,8394.083636,5,10,6,NA,7/27/2017,2017,7,generalist,generalist
Chrysler Woods,18,7/27/2017,2,"Nadata gibbosa (J.E.Smith, 1797) ",Nadata gibbosa,plants,woody,14,7,38,59,0,213.1849728,,6069,6069,3064.012419,3,10,8,NA,7/27/2017,2017,7,generalist,generalist
Chrysler Woods,18,7/27/2017,1,"Anageshna primordialis (Dyar, 1907)",Anageshna primordialis,plants,woody,1,1,12,15,0,0,,2364,2364,894.6391327,5,10,6,NA,7/27/2017,2017,7,specialist,specialist
Chrysler Woods,18,7/27/2017,2,"Amydria brevipennella Dietz, 1905",Amydria brevipennella,other,detritivore,NA,NA,14,15,0,NA,detritivore,19,19,14.10508904,7,8,2,NA,7/27/2017,2017,7,NA,NA
Chrysler Woods,19,7/27/2017,4,"Acrolophus popeanella (Clemens, 1859)",Acrolophus popeanella,plants,herbaceous,2,2,25.5,38,0,271.51641,,3344,3344,2245.914321,6,10,5,NA,7/27/2017,2017,7,generalist,generalist
Chrysler Woods,19,7/27/2017,2,"Acrolophus texanella (Chamber, 1878)",Acrolophus texanella,plants,herbaceous,NA,NA,19,19,0,NA,no host plant genera specified,735,735,503.8376788,6,7,2,NA,7/27/2017,2017,7,NA,NA
Chrysler Woods,20,7/27/2017,3,"Acrolophus popeanella (Clemens, 1859)",Acrolophus popeanella,plants,herbaceous,2,2,25.5,38,0,271.51641,,3344,3344,2245.914321,6,10,5,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,21,7/27/2017,2,"Epiblema otiosana (Clemens, 1860)",Epiblema otiosana,plants,herbaceous,7,4,12,20,0,210.9829286,,1004,1004,5064.487742,5,10,6,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,21,7/27/2017,1,"Ogdoconta cinereola (Guenee, 1852)",Ogdoconta cinereola,plants,herbaceous,11,5,20,23,0,163.8381389,,1896,1896,3504.653607,5,10,6,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,21,7/27/2017,4,"Parapediasia teterrellus (Zincken, 1821)",Parapediasia teterrellus,plants,herbaceous,1,1,15,21,0,0,,2214,2214,4270.910834,5,10,6,NA,7/27/2017,2017,7,specialist,specialist
Tallamy Homestead,21,7/27/2017,1,"Meganola phylla (Dyar, 1898) ",Meganola phylla,plants,woody,2,1,17,17,0,80.462758,,547,547,3858.85355,4,8,5,NA,7/27/2017,2017,7,generalist,specialist
Tallamy Homestead,21,7/27/2017,2,"Macaria aemulataria Walker, 1861",Macaria aemulataria,plants,plants,9,7,22,28,0,224.9807757,,1620,1620,2864.804775,3,9,7,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,21,7/27/2017,1,"Xanthotype sospeta (Drury, 1773) ",Xanthotype sospeta,plants,plants,24,17,35,50,0,238.7407298,,352,352,1627.406529,5,8,4,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,21,7/27/2017,2,"Cycnia tenera Hubner, 1818",Cycnia tenera,plants,herbaceous,2,2,30,40,0,43.788885,,3094,3094,904.1423766,4,10,7,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,21,7/27/2017,1,"Zanclognatha cruralis (Guenée, 1854)",Zanclognatha cruralis,plants,plants,8,5,28,30,0,447.0272241,0,462,462,437.7284884,5,10,6,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,21,7/27/2017,6,"Acrolophus popeanella (Clemens, 1859)",Acrolophus popeanella,plants,herbaceous,2,2,25.5,38,0,271.51641,,3344,3344,2245.914321,6,10,5,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,21,7/27/2017,1,"Clepsis peritana (Clemens, 1860)",Clepsis peritana,other,generalist,9,7,10,15,0,211.3316746,also fungus,3058,3058,4737.802838,4,10,7,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,21,7/27/2017,2,"Zanclognatha pedipilalis (Guenée, 1854)",Zanclognatha pedipilalis,other,detritivore,NA,NA,24,30,0,NA,detritivore,693,693,591.8396328,5,10,6,NA,7/27/2017,2017,7,NA,NA
Tallamy Homestead,21,7/27/2017,1,"Protodeltote muscosula (Guenée, 1852)",Protodeltote muscosula,plants,herbaceous,1,2,18,25,0,NA,also Poaceae,3054,3054,533.6527338,5,10,6,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,21,7/27/2017,1,"Pelochrista derelicta (Heinrich, 1929)",Pelochrista derelicta,plants,herbaceous,2,1,12,18,0,5.863809,,868,868,983.7217478,7,9,3,NA,7/27/2017,2017,7,generalist,specialist
Tallamy Homestead,21,7/27/2017,1,"Epiblema glenni Wright, 2002",Epiblema glenni,unknown,unknown,NA,NA,10,17.2,0,NA,unknown host plant,107,107,151.5618631,7,8,2,NA,7/27/2017,2017,7,NA,NA
Tallamy Homestead,21,7/27/2017,1,"Cameraria quercivorella (Chambers, 1879)",Cameraria quercivorella,plants,woody,1,1,6.5,7,0,0,,39,39,196.9321281,8,8,1,NA,7/27/2017,2017,7,specialist,specialist
Tallamy Homestead,21,7/27/2017,1,"Pelochrista cataclystiana (Walker, 1863)",Pelochrista cataclystiana,plants,herbaceous,3,1,16,16,0,32.607184,,294,294,1031.961745,6,10,5,NA,7/27/2017,2017,7,generalist,specialist
Tallamy Homestead,21,7/27/2017,2,"Fissicrambus mutabilis (Clemens, 1860)",Fissicrambus mutabilis,plants,herbaceous,9,1,23,24,0,40.96312181,,685,685,1310.278491,5,9,5,NA,7/27/2017,2017,7,generalist,specialist
Tallamy Homestead,21,7/27/2017,1,"Nadata gibbosa (J.E.Smith, 1797) ",Nadata gibbosa,plants,woody,14,7,38,59,0,213.1849728,,6069,6069,3064.012419,3,10,8,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,21,7/27/2017,1,"Glyphidocera septentrionella Busck, 1904",Glyphidocera septentrionella,unknown,unknown,NA,NA,18,19,0,NA,unknown host plant,540,540,859.2266429,6,7,2,NA,7/27/2017,2017,7,NA,NA
Tallamy Homestead,21,7/27/2017,1,"Heterocampa obliqua Packard, 1864 ",Heterocampa obliqua,plants,woody,1,1,37,53,0,0,,826,826,554.9071876,5,8,4,NA,7/27/2017,2017,7,specialist,specialist
Tallamy Homestead,22,7/27/2017,3,"Hyperstrotia nana Hübner, 1827 ",Hyperstrotia nana,plants,woody,4,3,20,20,0,180.5042277,0,342,342,341.0653445,5,8,4,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,1,"Mythimna unipuncta (Haworth, 1809) ",Mythimna unipuncta,plants,plants,53,16,35,47,0,215.5845222,,16950,16950,16542.87114,1,12,12,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,1,"Pelochrista derelicta (Heinrich, 1929)",Pelochrista derelicta,plants,herbaceous,2,1,12,18,0,5.863809,,868,868,983.7217478,7,9,3,NA,7/27/2017,2017,7,generalist,specialist
Tallamy Homestead,22,7/27/2017,1,"Pelochrista cataclystiana (Walker, 1863)",Pelochrista cataclystiana,plants,herbaceous,3,1,16,16,0,32.607184,,294,294,1031.961745,6,10,5,NA,7/27/2017,2017,7,generalist,specialist
Tallamy Homestead,22,7/27/2017,2,"Omphalocera munroeii Martin, 1956",Omphalocera munroeii,plants,woody,1,1,29,37,0,0,had to fix,137,137,257.3140926,7,9,3,"in gbif as ""Omphalocera munroei""",7/27/2017,2017,7,specialist,specialist
Tallamy Homestead,22,7/27/2017,1,"Costaconvexa centrostrigaria (Wollaston, 1858) ",Costaconvexa centrostrigaria,plants,herbaceous,3,2,17,23,0,182.3705387,,7078,7078,2297.882414,1,12,12,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,5,"Iridopsis larvaria (Guenée, 1857) ",Iridopsis larvaria,plants,plants,29,17,26,36,0,285.2286364,0,2757,2757,3393.774015,4,9,6,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,1,"Schizura leptinoides (Grote, 1864) ",Schizura leptinoides,plants,plants,16,7,34,45,0,208.5794145,,629,629,970.2318369,5,8,4,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,9,"Melanolophia canadaria (Guenée, 1857) ",Melanolophia canadaria,plants,plants,40,26,36,39,0,328.7446519,0,1738,1738,2045.539044,3,11,9,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,2,"Acrolophus popeanella (Clemens, 1859)",Acrolophus popeanella,plants,herbaceous,2,2,25.5,38,0,271.51641,,3344,3344,2245.914321,6,10,5,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,1,"Macaria aemulataria Walker, 1861",Macaria aemulataria,plants,plants,9,7,22,28,0,224.9807757,,1620,1620,2864.804775,3,9,7,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,6,"Anavitrinella pampinaria (Guenée, 1857) ",Anavitrinella pampinaria,plants,plants,55,32,23,34,0,313.8709639,0,3743,3743,1398.953416,2,9,8,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,1,"Pleuroprucha insulsaria (Guenée, 1857) ",Pleuroprucha insulsaria,plants,plants,33,13,14,20,0,215.6324461,0,4536,4536,2426.281169,5,11,7,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,1,"Sciota celtidella (Hulst, 1890)",Sciota celtidella,plants,woody,1,1,18,18,0,0,had to fix,396,396,530.3892515,6,8,3,NA,7/27/2017,2017,7,specialist,specialist
Tallamy Homestead,22,7/27/2017,2,"Palpita magniferalis (Walker, 1861)",Palpita magniferalis,plants,woody,1,1,23,27,0,0,,2641,2641,971.90908,4,9,6,NA,7/27/2017,2017,7,specialist,specialist
Tallamy Homestead,22,7/27/2017,1,"Scythris trivinctella (Zeller, 1873)",Scythris trivinctella,plants,herbaceous,1,1,9.4,10.6,0,0,,631,631,767.6249649,6,6,1,NA,7/27/2017,2017,7,specialist,specialist
Tallamy Homestead,22,7/27/2017,1,"Loxostegopsis merrickalis (Barnes & McDunnough, 1918)",Loxostegopsis merrickalis,unknown,unknown,NA,NA,15,15,0,NA,unknown host plant,531,531,759.6934586,6,8,3,NA,7/27/2017,2017,7,NA,NA
Tallamy Homestead,22,7/27/2017,2,"Phalaenophana pyramusalis (Walker, 1859)",Phalaenophana pyramusalis,other,detritivore,NA,NA,21,25,0,NA,detritivore,2242,2242,1155.530981,4,10,7,NA,7/27/2017,2017,7,NA,NA
Tallamy Homestead,22,7/27/2017,1,"Acleris schalleriana (Linnaeus, 1761)",Acleris schalleriana,plants,woody,4,4,18,20,0,234.2091392,,870,870,4195.710831,5,11,7,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,3,"Cycnia tenera Hubner, 1818",Cycnia tenera,plants,herbaceous,2,2,30,40,0,43.788885,,3094,3094,904.1423766,4,10,7,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,4,"Crambus agitatellus Clemens, 1860",Crambus agitatellus,plants,herbaceous,NA,NA,17,22,0,NA,no host plant genera specified,4304,4304,621.9317247,5,9,5,NA,7/27/2017,2017,7,NA,NA
Tallamy Homestead,22,7/27/2017,1,"Fissicrambus mutabilis (Clemens, 1860)",Fissicrambus mutabilis,plants,herbaceous,9,1,23,24,0,40.96312181,,685,685,1310.278491,5,9,5,NA,7/27/2017,2017,7,generalist,specialist
Tallamy Homestead,22,7/27/2017,1,"Platynota idaeusalis (Walker, 1859)",Platynota idaeusalis,plants,plants,21,17,12,25,0,274.7741383,,1915,1915,1179.554892,5,10,6,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,1,"Misogada unicolor (Packard, 1864) ",Misogada unicolor,plants,woody,2,2,40,50,0,260.650291,,444,444,328.0057648,5,10,6,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,1,"Zanclognatha cruralis (Guenée, 1854)",Zanclognatha cruralis,plants,plants,8,5,28,30,0,447.0272241,0,462,462,437.7284884,5,10,6,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,3,"Palthis asopialis (Guenée, 1854)",Palthis asopialis,plants,plants,8,5,19,23,0,240.9697513,0,4405,4405,1922.563651,5,11,7,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,1,"Clepsis peritana (Clemens, 1860)",Clepsis peritana,other,generalist,9,7,10,15,0,211.3316746,also fungus,3058,3058,4737.802838,4,10,7,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,1,"Parapediasia decorellus (Zincken, 1821)",Parapediasia decorellus,plants,herbaceous,NA,NA,19,27,0,NA,no host plant genera specified,296,296,418.1804386,6,8,3,NA,7/27/2017,2017,7,NA,NA
Tallamy Homestead,22,7/27/2017,1,"Zanclognatha pedipilalis (Guenée, 1854)",Zanclognatha pedipilalis,other,detritivore,NA,NA,24,30,0,NA,detritivore,693,693,591.8396328,5,10,6,NA,7/27/2017,2017,7,NA,NA
Tallamy Homestead,22,7/27/2017,1,"Aglossa cuprina Zeller, 1872",Aglossa cuprina,other,detritivore,NA,NA,18,27,0,NA,detritivore,818,818,2101.07222,5,9,5,NA,7/27/2017,2017,7,NA,NA
Tallamy Homestead,22,7/27/2017,1,"Polygrammate hebraeicum Hübner, 1818",Polygrammate hebraeicum,plants,woody,2,2,23,39,0,229.133165,0,2536,2536,342.5868737,4,8,5,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,1,"Pero ancetaria (Hübner, 1806)",Pero ancetaria,plants,woody,6,5,30,36,0,222.3828223,0,861,861,752.1338344,4,8,5,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,1,"Hypena madefactalis Guenée, 1854",Hypena madefactalis,plants,plants,3,2,25,32,0,198.705974,0,1330,1330,507.8587846,4,9,6,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,8,"Protodeltote muscosula (Guenée, 1852)",Protodeltote muscosula,plants,herbaceous,1,2,18,25,0,NA,also Poaceae,3054,3054,533.6527338,5,10,6,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,1,"Speranza pustularia (Guenée, [1858])",Speranza pustularia,plants,woody,8,6,18,27,0,437.5198807,0,5415,5415,609.7300142,5,10,6,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,1,"Psilocorsis reflexella Clemens, 1860",Psilocorsis reflexella,plants,woody,9,6,16,25,0,212.9960739,,944,944,939.6460685,4,9,6,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,1,"Chytolita morbidalis (Guenée, 1854)",Chytolita morbidalis,plants,plants,5,4,29,35,0,381.1829048,also says detritophagous,2574,2574,1237.183695,4,10,7,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,1,"Heterocampa obliqua Packard, 1864 ",Heterocampa obliqua,plants,woody,1,1,37,53,0,0,,826,826,554.9071876,5,8,4,NA,7/27/2017,2017,7,specialist,specialist
Tallamy Homestead,22,7/27/2017,3,"Choristoneura rosaceana (Harris, 1841)",Choristoneura rosaceana,plants,plants,67,36,17,33,0,293.1490913,,4901,4901,2724.081447,5,10,6,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,1,"Euchlaena marginaria (Minot, 1869)",Euchlaena marginaria,plants,woody,12,10,30,49,0,231.7519043,,465,465,840.918237,5,6,2,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,4,"Hypagyrtis unipunctata (Haworth, 1809) ",Hypagyrtis unipunctata,plants,woody,27,15,20,47,0,312.0481175,,2543,2543,1811.292687,5,10,6,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,1,"Homochlodes fritillaria (Guenée, 1857) ",Homochlodes fritillaria,plants,herbaceous,2,2,28,30,0,NA,uses ferns,406,406,255.6395427,4,8,5,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,3,"Metarranthis homuraria (Grote & Robinson, 1868)",Metarranthis homuraria,unknown,unknown,NA,NA,26,32,0,NA,unknown host plant,143,143,157.476734,4,8,5,NA,7/27/2017,2017,7,NA,NA
Tallamy Homestead,22,7/27/2017,4,"Nemoria lixaria (Guenée, 1857) ",Nemoria lixaria,plants,woody,5,4,22,32,0,217.5861702,0,1177,1177,2061.424807,4,11,8,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,6,"Antaeotricha schlaegeri (Zeller, 1854)",Antaeotricha schlaegeri,plants,woody,2,2,21,30,0,195.759079,,596,596,689.9239706,5,9,5,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,2,"Baileya australis (Grote, 1881)",Baileya australis,plants,woody,1,1,21,28,0,0,,652,652,409.9936341,4,9,6,NA,7/27/2017,2017,7,specialist,specialist
Tallamy Homestead,22,7/27/2017,1,"Acronicta hasta Guenée, 1852",Acronicta hasta,plants,woody,2,2,34,45,0,222.296992,,1371,1371,1029.867116,4,8,5,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,1,"Pococera militella (Zeller, 1848)",Pococera militella,plants,woody,2,2,22,22,0,260.649893,,122,122,268.820161,5,9,5,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,1,"Oreana unicolorella (Hulst, 1887)",Oreana unicolorella,plants,woody,8,7,22,22,0,219.8890945,,213,213,742.196429,7,9,3,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,1,"Mocis texana (Morrison, 1875)",Mocis texana,plants,herbaceous,5,1,42,50,0,44.8009788,,862,862,783.1048992,5,9,5,NA,7/27/2017,2017,7,generalist,specialist
Tallamy Homestead,22,7/27/2017,6,"Coelostathma discopunctana Clemens, 1860",Coelostathma discopunctana,plants,herbaceous,5,4,15,15,0,239.4543598,,950,950,558.8702286,5,10,6,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,2,"Epimecis hortaria (Fabricius, 1794) ",Epimecis hortaria,plants,woody,10,5,43,57,0,206.8276448,,4568,4568,3466.42596,3,11,9,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,4,"Lomographa vestaliata (Guenée, 1857) ",Lomographa vestaliata,plants,woody,12,8,15,26,0,210.0139965,0,2049,2049,829.5343852,4,9,6,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,1,"Nadata gibbosa (J.E.Smith, 1797) ",Nadata gibbosa,plants,woody,14,7,38,59,0,213.1849728,,6069,6069,3064.012419,3,10,8,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,3,"Heterocampa obliqua Packard, 1864 ",Heterocampa obliqua,plants,woody,1,1,37,53,0,0,,826,826,554.9071876,5,8,4,NA,7/27/2017,2017,7,specialist,specialist
Tallamy Homestead,22,7/27/2017,7,"Orgyia leucostigma (J.E.Smith, 1797)",Orgyia leucostigma,plants,plants,120,62,25,35,0,296.8591418,,7157,7157,1375.523477,6,11,6,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,1,"Datana ministra (Drury, 1773) ",Datana ministra,plants,woody,35,15,40,53,0,246.3958366,,1006,1006,1001.535666,5,8,4,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,22,7/27/2017,1,"Anageshna primordialis (Dyar, 1907)",Anageshna primordialis,plants,woody,1,1,12,15,0,0,,2364,2364,894.6391327,5,10,6,NA,7/27/2017,2017,7,specialist,specialist
Tallamy Homestead,22,7/27/2017,1,"Pima albiplagiatella (Packard, 1874) ",Pima albiplagiatella,plants,herbaceous,2,1,26,31,0,64.519686,,48,48,987.0374825,NA,NA,NA,no adult observations in the mid-atlantic,7/27/2017,2017,7,generalist,specialist
Tallamy Homestead,23,7/27/2017,3,"Datana angusii Grote & Robinson, 1866",Datana angusii,plants,woody,8,6,38,48,0,216.3442887,,234,234,381.0834443,6,8,3,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,23,7/27/2017,8,"Omphalocera munroeii Martin, 1956",Omphalocera munroeii,plants,woody,1,1,29,37,0,0,had to fix,137,137,257.3140926,7,9,3,"in gbif as ""Omphalocera munroei""",7/27/2017,2017,7,specialist,specialist
Tallamy Homestead,23,7/27/2017,5,"Iridopsis larvaria (Guenée, 1857) ",Iridopsis larvaria,plants,plants,29,17,26,36,0,285.2286364,0,2757,2757,3393.774015,4,9,6,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,23,7/27/2017,1,"Phalaenostola larentioides Grote, 1873",Phalaenostola larentioides,plants,herbaceous,2,2,17,24,0,271.5166104,,1495,1495,1147.473426,5,10,6,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,23,7/27/2017,5,"Melanolophia canadaria (Guenée, 1857) ",Melanolophia canadaria,plants,plants,40,26,36,39,0,328.7446519,0,1738,1738,2045.539044,3,11,9,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,23,7/27/2017,4,"Acrolophus popeanella (Clemens, 1859)",Acrolophus popeanella,plants,herbaceous,2,2,25.5,38,0,271.51641,,3344,3344,2245.914321,6,10,5,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,23,7/27/2017,2,"Anavitrinella pampinaria (Guenée, 1857) ",Anavitrinella pampinaria,plants,plants,55,32,23,34,0,313.8709639,0,3743,3743,1398.953416,2,9,8,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,23,7/27/2017,2,"Cycnia tenera Hubner, 1818",Cycnia tenera,plants,herbaceous,2,2,30,40,0,43.788885,,3094,3094,904.1423766,4,10,7,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,23,7/27/2017,1,"Dichomeris inversella (Zeller, 1873)",Dichomeris inversella,plants,woody,1,1,18,18,0,0,,501,501,307.9421583,6,8,3,NA,7/27/2017,2017,7,specialist,specialist
Tallamy Homestead,23,7/27/2017,1,"Crambus agitatellus Clemens, 1860",Crambus agitatellus,plants,herbaceous,NA,NA,17,22,0,NA,no host plant genera specified,4304,4304,621.9317247,5,9,5,NA,7/27/2017,2017,7,NA,NA
Tallamy Homestead,23,7/27/2017,2,"Fissicrambus mutabilis (Clemens, 1860)",Fissicrambus mutabilis,plants,herbaceous,9,1,23,24,0,40.96312181,,685,685,1310.278491,5,9,5,NA,7/27/2017,2017,7,generalist,specialist
Tallamy Homestead,23,7/27/2017,1,"Palthis asopialis (Guenée, 1854)",Palthis asopialis,plants,plants,8,5,19,23,0,240.9697513,0,4405,4405,1922.563651,5,11,7,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,23,7/27/2017,1,"Spilosoma virginica (Fabricus, 1798)",Spilosoma virginica,plants,plants,93,46,32,52,0,246.1969647,also says fungus,7036,7036,10896.41632,1,11,11,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,23,7/27/2017,1,"Aglossa cuprina Zeller, 1872",Aglossa cuprina,other,detritivore,NA,NA,18,27,0,NA,detritivore,818,818,2101.07222,5,9,5,NA,7/27/2017,2017,7,NA,NA
Tallamy Homestead,23,7/27/2017,1,"Phobetron pithecium (Smith, 1797) ",Phobetron pithecium,plants,woody,18,11,20,28,0,223.0579561,,672,672,1903.737582,5,8,4,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,23,7/27/2017,1,"Nematocampa resistaria (Herrich-Schaffer [1856], 1855)",Nematocampa resistaria,plants,plants,40,24,19,25,0,350.6031475,,3814,3814,1594.307571,5,9,5,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,23,7/27/2017,1,"Zale horrida Hübner, 1818",Zale horrida,plants,woody,1,1,35,40,0,0,0,1196,1196,633.8795157,3,10,8,NA,7/27/2017,2017,7,specialist,specialist
Tallamy Homestead,23,7/27/2017,1,"Pero ancetaria (Hübner, 1806)",Pero ancetaria,plants,woody,6,5,30,36,0,222.3828223,0,861,861,752.1338344,4,8,5,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,23,7/27/2017,2,"Catastega aceriella Clemens, 1861",Catastega aceriella,plants,woody,4,3,16,17,0,206.0886082,,368,368,324.3137262,5,6,2,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,23,7/27/2017,2,"Macaria multilineata Packard, 1873",Macaria multilineata,plants,woody,2,1,25,30,0,55.587267,,606,606,428.5567132,5,12,8,NA,7/27/2017,2017,7,generalist,specialist
Tallamy Homestead,23,7/27/2017,1,"Homosetia bifasciella (Chambers, 1876)",Homosetia bifasciella,unknown,unknown,NA,NA,11,11,0,NA,unknown host plant,25,25,284.0145809,8,8,1,NA,7/27/2017,2017,7,NA,NA
Tallamy Homestead,23,7/27/2017,4,"Chytolita morbidalis (Guenée, 1854)",Chytolita morbidalis,plants,plants,5,4,29,35,0,381.1829048,also says detritophagous,2574,2574,1237.183695,4,10,7,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,23,7/27/2017,1,"Heterocampa obliqua Packard, 1864 ",Heterocampa obliqua,plants,woody,1,1,37,53,0,0,,826,826,554.9071876,5,8,4,NA,7/27/2017,2017,7,specialist,specialist
Tallamy Homestead,23,7/27/2017,1,"Euchlaena marginaria (Minot, 1869)",Euchlaena marginaria,plants,woody,12,10,30,49,0,231.7519043,,465,465,840.918237,5,6,2,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,23,7/27/2017,5,"Hypagyrtis unipunctata (Haworth, 1809) ",Hypagyrtis unipunctata,plants,woody,27,15,20,47,0,312.0481175,,2543,2543,1811.292687,5,10,6,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,23,7/27/2017,1,"Pseudeustrotia carneola (Guenée, 1852) ",Pseudeustrotia carneola,plants,plants,6,4,20,24,0,217.0071168,0,3781,3781,828.2417292,5,10,6,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,23,7/27/2017,3,"Metarranthis homuraria (Grote & Robinson, 1868)",Metarranthis homuraria,unknown,unknown,NA,NA,26,32,0,NA,unknown host plant,143,143,157.476734,4,8,5,NA,7/27/2017,2017,7,NA,NA
Tallamy Homestead,23,7/27/2017,2,"Protodeltote muscosula (Guenée, 1852)",Protodeltote muscosula,plants,herbaceous,1,2,18,25,0,NA,also Poaceae,3054,3054,533.6527338,5,10,6,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,23,7/27/2017,3,"Ectropis crepuscularia (Denis & Schiffermüller, 1775) ",Ectropis crepuscularia,plants,plants,38,22,26,37,0,358.6347987,0,75712,75712,9784.829166,2,11,10,NA,7/27/2017,2017,7,generalist,generalist
Tallamy Homestead,23,7/27/2017,1,"Acrolophus texanella (Chamber, 1878)",Acrolophus texanella,plants,herbaceous,NA,NA,19,19,0,NA,no host plant genera specified,735,735,503.8376788,6,7,2,NA,7/27/2017,2017,7,NA,NA
